uuid,city,state,ref_link,gallons,description,date,latitude,longitude,accident_type
9dacab34-ade5-4542-986c-d2ba147d1e9a,Northern,California,N/A,103000,"On April 28, a petroleum pipeline of Kinder Morgan Energy Partners ruptured, and spilled an estimated 103,000 gallons of Diesel fuel into marshes, adjacent to Suisun Bay, in Northern California. The line failed from external cossorosion. The company failed to notify California authorities about the spill for 18 hours, a failure for which it was later cited.",2004-04-28,38.8375215,-120.8958242,oil
6f220da8-3378-47d6-9e4e-c7b7e1eca114,Renton,Washington,N/A,N/A,"On May 23, a leak in a sampling tube on a pipeline in Renton, Washington spilled several thousand gallons of gasoline, which ignited.",2004-05-23,47.4828776,-122.2170661,oil
1c2799ab-eebe-4f6d-a9cd-b7930b1b147c,Bluff,Texas,N/A,N/A,"On August 19, a series of explosions starting hit an underground natural gas storage cavern in Moss Bluff, Texas, resulting in evacuations for a 3-mile radius. The first blast, about 4 a.m., sent flames 150 to 200 feet into the air. The second explosion was seen as far as 20 miles away. Some type of equipment failure was suspected. The cavern had just been expanded using the SMUG (solution mining under gas) process, which permits salt cavern expansion without interrupting gas storage operations. There were no injuries reported.",2004-08-19,30.1925789,-97.7666282,gas
03bb482d-1710-4ac6-ab36-8e7ce288cc19,DuBois,Pennsylvania,N/A,N/A,"On August 21, a natural gas explosion destroyed a residence in DuBois, Pennsylvania. Two residents were killed in this accident. The NTSB determined that the probable cause of the leak, explosion, and fire was the fracture of a defective butt-fusion joint.",2004-08-21,41.1210115,-78.7583257,gas
cbd084d1-7d03-41b4-8cea-9d0da52f95e2,Caney,Texas,N/A,N/A,"On September 26, a vandal started up a trackhoe at a construction site in New Caney, Texas, and dug into a propylene pipeline. The escaping propylene ignited, causing nearby residents to evacuate. There were no injuries reported.",2004-09-26,28.961643,-95.848709,oil
95bbd358-1969-4a04-8ad8-e0ba527043f7,Blair,Nebraska,N/A,N/A,"On September 27, 2004, near Blair, Nebraska, an ammonia pipeline failed, releasing 193,213 pounds of ammonia, resulting in the hospitalization of one individual and emergency responders evacuated houses within a one-mile circumference of the break. An estimated 1,000 fish were killed along North Creek and in a golf course pond.",2004-09-27,41.5446975,-96.1350702,oil
59f9bed0-ad70-4784-aa9a-ce92fb060367,County,Oklahoma,N/A,N/A,"On September 28, a pipeline failed in Hughes County, Oklahoma, spilling an estimated 1,500 barrels (240 m3) of Diesel fuel.",2004-09-28,35.6038323,-97.3516558,oil
1579c64e-08ee-4d47-9119-d4a113ba05b4,the,Louisiana,N/A,N/A,"In October, crews from Shell Oil Company recovered 100,000 of an oil seawater mix. Hurricane Ivan had damaged a crude oil pipeline off of the Louisiana Coast.",2004-10-01,30.9842977,-91.9623327,oil
6557d018-9368-496d-929d-f14516a45ac0,Kingman,Kansas,N/A,N/A,"On October 27, an anhydrous ammonia pipeline ruptured near Kingman, Kansas, and released approximately 4,858 barrels (772.4 m3) of anhydrous ammonia. Nobody was killed or injured due to the release. The anhydrous ammonia leak killed more than 20,000 fish along a 12.5-mile section of Smoots Creek, including some from threatened species. The pipeline had previous damage to it. The pipeline controller had misinterpreted the leak as other problems with the system operation, causing the leak to go on longer. As a result of this, and another ammonia pipeline leak the month before, the pipeline owner and its two operating companies were later fined $3.65 million.",2004-10-27,37.6458491,-98.1136734,oil
54b5a48d-63ad-43c7-bb25-0af231e15b4c,Rock,Arkansas,N/A,N/A,"On November 1, construction crew ruptured a high-pressure gas line in Little Rock, Arkansas, near one of the state's busiest intersections Monday, triggering a fire that melted traffic lights that hung overhead. No one was injured.",2004-11-01,36.229577,-92.6882854,oil
3b86648e-759d-4124-9e3a-6a838adfbb7e,Ivel,Kentucky,N/A,N/A,"On November 8, a NGL pipeline failed in a housing division in Ivel, Kentucky. The vapor cloud from the leak ignited, seriously burning a Kentucky State Trooper evacuating those living in the area. Eight others were injured and five houses were destroyed. The pipeline, only 65 miles (105 km) long, had 11 previous corrosion failures.",2004-11-08,37.59104,-82.6682064,oil
5c714229-7a60-4d72-9913-5c011fc31c5f,Creek,California,N/A,N/A,"On November 9, in Walnut Creek, California, a petroleum pipeline carrying gasoline to San Jose, California, owned and operated by Kinder Morgan Energy Partners (KMEP) was struck by a backhoe used by Mountain Cascade, Inc., a contractor operating in the construction of a water pipeline for the East Bay Municipal Utility District (EBMUD). A large gasoline spill was subsequently ignited, resulting in an explosive fireball that caused the deaths, by burns, of four workers and one supervisor and the severe injury of five others. A Kinder Morgan worker had misread an as-built map, and had incorrectly marked the pipeline's route before the accident.",2004-11-09,37.3033456,-121.8436291,oil
99b24024-b7be-4b17-8335-941f23ad4954,Valley,Nevada,N/A,N/A,"On November 21, a 14-inch petroleum products pipeline sprung a leak while it was shipping gasoline in the Mojave Desert. The Calnev Pipeline, owned and operated by the California-Nevada Pipeline Company, a subsidiary of Kinder-Morgan Energy Partners, is the main source of petroleum fuel products for the Las Vegas Valley, Nevada. An 80-foot (24 m) geyser of gasoline was discovered on the next morning, after numerous complaints of a strong gasoline odor along Interstate 15 in northern San Bernardino County, CA.",2004-11-21,36.2741363,-115.0713917,oil
6b5bb29a-7af4-4d57-bbc0-23613fe29f20,Mantador,North Dakota,N/A,N/A,"On December 15, employees were performing maintenance on a propane pipeline near Mantador, North Dakota, when a gasket on the pipeline's valve failed, causing a leak. Nearby resident were evacuated, and a rail line was shut down temporarily. There were no injuries.",2004-12-15,46.1652368,-96.9773059,oil
25af36ed-bbf5-49a3-8444-2fa17e694308,Laurel,Montana,N/A,5000,"On December 24, as much as 5,000 gallons of crude oil spilled from a ConocoPhillips pipeline south of Laurel, Montana near the Yellowstone River. Hydrogen sulfide gas from the oil could have posed a major danger, but ""the wind helped immensely"" to dissipate the gas.",2004-12-24,45.6691159,-108.7715328,oil
74d7c7dd-abef-4e6d-a604-66653a8759a8,and,Ohio,N/A,N/A,"In January, a Mid-Valley owned and Sunoco operated pipeline ruptured, spilling 260,000 US gallons (980,000 L) of oil into the Kentucky and Ohio rivers. The U.S. Environmental Protection Agency fined the companies $2.5 million for the spill.",2005-01-01,40.4172871,-82.907123,oil
5a2b3318-6d51-4021-86b1-eddd02095325,City,Michigan,N/A,N/A,"On January 18, an Enbridge pipeline failed from temperature problems, causing a spill of 100 barrels of crude oil in Bay City, Michigan. The pipe was just two years old at the time.",2005-01-18,41.7075394,-86.8950297,oil
95988d85-81b4-4ec7-b6ef-9459beb832f6,the,Ohio,N/A,290000,"On January 26, a Mid Valley 22-inch pipeline ruptured in Carrollton, Kentucky, spilling about 290,000 gallons of crude oil. SOme of the crude entered the Ohio River. The pipe failure was caused by earth movement.",2005-01-26,40.4172871,-82.907123,oil
98d6f18f-8017-453f-91d0-2335b2f80348,Allentown,Pennsylvania,N/A,N/A,"On February 1, an ExxonMobil gasoline pipeline fire forced 43 families from their houses near Allentown, Pennsylvania. The fire burned for over 72 hours. There were no reported injuries.",2005-02-01,40.6084305,-75.4901833,oil
8b354aaf-a6de-4049-8184-eecc76a8072f,Newton,Texas,N/A,N/A,"On or about February 28, 2005, approximately 2,497 barrels of Jet A Kerosene discharged from a 14-inch TEPPCO pipeline, reaching the Big Cow Creek, flowing into the Sabine River, near Newton, Texas. The discharge was caused by the over-tightening of a coupling at a 3/8-inch cooling line at the top of a 14-inch mainline pump.",2005-02-28,30.8485337,-93.7574008,oil
7371dc49-07fa-4aed-92ac-8ef3ae7718f8,Township,Pennsylvania,N/A,N/A,"On March 16, a crew installing a communications cable nicked a gas distribution pipeline in Moon Township, Pennsylvania. The crew then notified the local One Call center, but, failed to alert first responders. two hours after the nick, gas exploded in a house, burning two teenagers there.",2005-03-16,40.3059994,-75.7983215,oil
888347a2-8269-4768-8249-1fa9d1ac4535,Truckee,California,N/A,300,"On April 1, a Kinder Morgan Energy Partners petroleum products pipeline was found to be leaking gasoline, near Truckee, California. Gasoline spread into Summit Creek, then, into Donner Lake. About 300 gallons spilled.",2005-04-01,39.327962,-120.1832533,oil
5cc0e18c-f582-4550-a345-51267e144842,Dorado,Kansas,N/A,78000,"On May 4, a petroleum products pipeline failed near El Dorado, Kansas, spilling about 78,000 gallons of diesel fuel, of which about 46,000 gallons was lost. The pipeline failed from external corrosion.",2005-05-04,37.8172,-96.8623,oil
01417897-31ef-48a1-883e-73ac17501184,Marshall,Texas,N/A,N/A,"On May 13, an underground natural gas pipeline exploded near Marshall, Texas, sending a giant fireball into the sky and hurling a 160-foot (49 m) section of pipe onto the grounds of a nearby electric power generating plant. Two people were hurt. The OPS concluded that stress corrosion cracking was the culprit.",2005-05-13,32.5448714,-94.3674184,gas
fa5a1308-7244-4d9d-9e5d-46056ef4d75d,County,Oklahoma,N/A,N/A,"On May 13, the 30-inch Seaway Pipeline, operated by TEPPCO at the time, failed in Bryan County, Oklahoma, spilling approximately 898 barrels of crude oil. Oil reached Eastman Creek. The discharge was caused by a 6-inch longitudinal seam split on the pipeline that resulted from a stress crack that may have been induced by conditions occurring during rail transport of the pipe, and enlarged by pressure-cycle-induced stresses over years of operation of the pipeline.",2005-05-13,35.6038323,-97.3516558,oil
28dc6538-28d1-419f-913f-9cc38e92e1d0,near,Kansas,N/A,N/A,"On May 23, a Magellan Pipeline petroleum products pipeline broke near Kansas City, Kansas, spilling gasoline into the nearby Missouri River. About 2,936 barrels of gasoline were spilled, with about 2,400 barrels being lost.",2005-05-23,39.011902,-98.4842465,oil
cdf73f28-064c-46f4-90b8-9a844852d495,Paso,Texas,N/A,N/A,"On May 28, a 12-inch (300 mm) Kinder Morgan Energy Partners pipeline ruptured in El Paso, Texas, releasing gasoline.",2005-05-28,29.4265769,-98.57511,oil
0a78257f-e165-42f3-a1fe-502a8f2aa92e,Lufkin,Texas,N/A,18500,"On August 11, a bulldozer hit a crude oil pipeline north of Lufkin, Texas. The escaping crude ignited, injuring the bulldozer operator. About 18,500 gallons of crude oil were lost.",2005-08-11,31.3382406,-94.729097,oil
a464ecdb-58b5-4cd2-a55d-fc3873b85e71,Granger,Indiana,N/A,21,"On August 18, a leak was detected in an insulating flange along the BP Amoco Whiting to River Rouge pipeline at a monitoring well in Granger, Indiana. Initially, the bolts and nuts were replaced around the flange to mitigate any leaks; on August 25, when supply concerns diminished, the insulating flange was cut out and replaced with a straight section of pipe. Approximately 21 gallons of gasoline were removed from the ground, with no injuries or fatalities. Metallurgical analysis revealed that the fiber ring joint gasket had evidence of a prior leak.",2005-08-18,41.7533819,-86.1108377,oil
5637c7a9-3367-46bf-b971-18fde49185a1,Parish,Louisiana,N/A,13400,"On August 29 Hurricane Katrina caused a protective levee to fail near Nairn in Plaquemines Parish, Louisiana, causing a Shell 20-inch pipeline to rupture. About 13,400 gallons were spilled, with about 10,500 gallons of this spill reaching the shoreline, and coastal marshes.",2005-08-29,30.3720903,-92.0986365,oil
3ceb7b66-dd0d-4fc3-bc40-278f5a97e3c7,Monroe,Ohio,N/A,N/A,"On September 18, a pipeline pumping station employee was killed in Monroe, Ohio, when leaking propane was ignited and exploded by an arcing pump on September 18. Flames reached 300 feet (91 m) high in the following fire.",2005-09-18,39.440336,-84.3621634,oil
0d22855a-b8f4-49d3-89b0-ef63ba095935,Rifle,Colorado,N/A,N/A,"On December 6, a natural gas compressor station exploded near Rifle, Colorado, about 200 yards from Interstate 70. There was only one minor injury to a nearby truck driver.",2005-12-06,39.5347023,-107.7831198,gas
acd74520-9cd1-4ab6-ae56-adc5df90c5b4,Bergenfield,New Jersey,N/A,N/A,"On December 13, workers removing an underground oil tank in Bergenfield, New Jersey undermined a 1 1/4-inch steel gas pipeline. The gas line later failed, causing an explosion. Three residents of a nearby apartment building were killed. Four other residents and a tank removal worker were injured. Failure to evacuate the apartment building after the gas line ruptured was listed as a contributing factor.",2005-12-13,40.9275987,-73.9973608,oil
ead08ad5-9484-48f4-a55d-61edd23a1b80,Independence,Kansas,N/A,135000,"On January 13, a pipeline leak near Independence, Kansas spill about 135,000 gallons of petroleum product, of which about 93,000 gallons was lost. The pipeline failed from external corrosion.",2006-01-13,37.2242358,-95.7083131,oil
a77814ea-2098-4f04-a021-682622d7ae2a,Beque,Colorado,N/A,N/A,"On February 28, a gas compressor station explosion severely burned a worker, and set off a raging fire near De Beque, Colorado. A second explosion at that site soon after caused no injuries.",2006-02-28,39.3344233,-108.2150816,oil
5ae09fd7-2aad-4edf-8cb2-a6574710e9b4,Borough,Alaska,N/A,N/A,"The Prudhoe Bay oil spill: On March 2, a surveillance crew discovered a crude oil spill from a BP crude pipeline near North Slope Borough, Alaska. The pipeline failure resulted in a release currently estimated at 5,000 barrels (790 m3) of processed crude oil, impacting the arctic tundra and covering approximately 2 acres (8,100 m2) of permafrost. The pipeline's leak detection system was not effective in recognizing and identifying the failure. Failure to run cleaning pigs to remove internal corrosive build up. The failure caused crude oil price to spike throughout the World.",2006-03-02,63.8257173,-149.7317834,oil
ebf19f6b-034c-4059-88ae-5530cef13dfb,Toledo,Ohio,N/A,N/A,"On March 23, a pipeline failed west of Toledo, Ohio, spilling about 200 barrels (32 m3) of unleaded gasoline. During the repair work, another smaller nearby leak was also found.",2006-03-23,41.6639383,-83.555212,oil
a8cb1bb4-8a89-4320-aac9-95bf8332867d,Richmond,Virginia,N/A,23226,"On April 17, a Plantation Pipeline line experienced a failure in Henrico County, near Richmond, Virginia. The failure resulted in the release of 23,226 gallons of jet fuel in a residential area. The jet fuel sprayed for approximately 14 minutes and the spray traveled the distance of approximately 200 feet (61 m). The jet fuel did not ignite.",2006-04-17,37.5407246,-77.4360481,oil
b811a71c-f0a4-40b5-85a1-52d80465bc39,Falls,Minnesota,N/A,N/A,"On June 27, a Koch Industries pipeline carrying crude oil failed near the town of Little Falls, Minnesota. The pipeline estimated that approximately 3,200 barrels (510 m3) of crude oil were released. The pipeline failed from previous mechanical damage to the pipeline.",2006-06-27,45.9805556,-94.3694444,oil
fdd9c76d-1d88-4610-bf7b-de40a04ef4cc,County,Kentucky,N/A,N/A,"On July 22, a Tennessee Gas Pipeline Company gas transmission pipeline ruptured, resulting in an estimated release of 42,946,000 cu ft (1,216,100 m3) of natural gas near Clay City in Clark County, Kentucky. The gas ignited, but there were no injuries, and just minor property damage. External corrosion was suspected.",2006-07-22,37.6638744,-87.972681,gas
d05ca390-238a-4e21-86b6-b636fc4219d5,Jennings,Louisiana,N/A,241000,"On August 7, a leak from a pump, on a pipeline, released about 241,000 gallons of HVL's, in Jennings, Louisiana.",2006-08-07,30.2224284,-92.657085,oil
19ba15d8-93ad-4f61-a5b4-24df4187308d,Romeoville,Illinois,N/A,N/A,"On August 12, a Kinder Morgan petroleum pipeline failed in Romeoville, Illinois. About 59,000 US gallons (220,000 L) of butane were lost. External corrosion was the cause, but there were no injuries.",2006-08-12,41.6475306,-88.0895061,oil
b14f2ea4-8b58-4b6f-a316-80c5d9f82268,Apex,North Carolina,N/A,12000,"On September 8, a leak on a pump on an LPG pipeline in Apex, North Carolina spilled about 12,000 gallons of propane, forcing evacuations.",2006-09-08,35.732652,-78.8502856,oil
f4d684c9-9cea-4e56-85ac-b58d878b758f,County,Kansas,N/A,N/A,"On September 29, a crew replacing an old pipeline hit a high pressure gas pipeline in Labette County, Kansas, killing a crewman. Resident with a milre of the incident were evacuated for a time.",2006-09-29,37.6540069,-99.8124935,oil
8e7bbe98-4260-4a47-8da7-4aeb6525eb8a,Orleans,Louisiana,N/A,N/A,"On October 12, a pipeline exploded when a tugboat pushing two barges hit that pipeline Thursday in West Cote Blanche Bay, about two miles (3 km) from shore and 100 miles (160 km) southwest of New Orleans, Louisiana. Four crew members were killed, and two were missing and later presumed dead.",2006-10-12,30.1126874,-89.8879304,oil
840665a6-9c88-4822-b96b-d8d02ed72887,Center,Kansas,N/A,N/A,"On October 25, an ammonia pipeline failed from corrosion near Clay Center, Kansas, releasing about 4500 barrels of ammonia. two people were injured by the fumes.",2006-10-25,39.793072,-98.770147,oil
732cb9c6-466e-4bd5-bc36-f3ac592694cb,Cheyenne,Wyoming,N/A,N/A,"On November 11, a jet-black, 300-acre (1.2 km2) burn site surrounded the skeletal hulk of a bulldozer that struck a natural-gas pipeline during construction of another pipeline, and produced a powerful explosion near Cheyenne, Wyoming. The bulldozer operator was killed. The company building the new pipeline was fined $2.3 million for failing to obtain a locate on the other pipeline.",2006-11-11,41.1399814,-104.8202462,oil
90ca98b2-30b3-447c-bd9c-ffbcaac69c13,County,North Carolina,N/A,N/A,"On or about November 27, 2006, approximately 97 barrels of gasoline were discharged from a portion of Plantation Pipeline in Mecklenburg County, North Carolina, into Paw Creek and its adjoining shorelines. The leak resulted from a failed gasket on an above-ground block valve.",2006-11-27,34.9338651,-80.543845,oil
af356f1d-2966-4f09-9072-b6057ecc5a10,Mason,Michigan,N/A,N/A,"On December 19, a lineman for Midwest Energy hit a natural gas transmission pipeline near Mason, Michigan. The lineman was killed in the following explosion and fire.",2006-12-19,42.5792027,-84.4435845,gas
2658a9ed-9e3d-4f4a-b088-6f279d97842a,Galveston,Texas,N/A,23856,"On December 24, a Plains All American Pipeline ruptured, spilling about 23,856 gallons of crude oil in the Gulf of Mexico, about 30 miles southeast of Galveston, Texas.",2006-12-24,29.3013479,-94.7976958,oil
18526a02-96a1-4680-95d8-4533f94d56a7,Superior,Wisconsin,N/A,N/A,"On January 1, an Enbridge pipeline that runs from Superior, Wisconsin to near Whitewater, Wisconsin failed, resulting in a spill of 1,500 barrels of crude oil onto farmland and into a drainage ditch. Incomplete fusion of a longitudinal weld at the pipe maker that failed as pressure cycle was established as the cause.",2007-01-01,46.7207737,-92.1040796,oil
fca7572c-dcb7-41c1-8133-7237b572e537,County,Wisconsin,N/A,N/A,"On February 2, a construction crew struck an Enbridge pipeline in Rusk County, Wisconsin with equipment, spilling 4,800 barrels (760 m3) of crude oil, of which only 2,066 barrels were recovered. Some of the oil filled a hole more than 20 feet (6.1 m) deep and was reported to have contaminated the local water table.",2007-02-02,44.4747774,-90.0746767,oil
f9c2126b-2d1b-437b-8c9e-001d55984708,County,Texas,N/A,N/A,"On February 17, in a rural area of Harris County, Texas, a Tennessee Gas Pipeline transmission pipeline was damaged, and later exploded and burned. Grass fires spread across a three-square mile rural area. The 31-inch natural gas pipeline leaked after a bulldozer hit it. Residents reported a loud explosion that shook houses enough to set off car alarms, as well as a rumbling sound and a bright orange fireball in the sky. Firefighters ""backfilled"" the break with nitrogen. PHMSA reported 1 person injured.",2007-02-17,36.8301318,-101.4339148,gas
e4be23c4-b9cb-40ba-a8b5-860775ab68e4,Yutan,Nebraska,N/A,N/A,"On March 29, near Yutan, Nebraska, a pipeline was hit by construction equipment. About 1,697 barrels of natural gasoline were lost.",2007-03-29,41.2450007,-96.3972475,gas
77b1f245-8dff-4d5e-96f0-a3870a27bb37,Pawnee,Illinois,N/A,N/A,"On April 27, a 22-inch gas transmission pipeline failed near Pawnee, Illinois. The failure ejected a 109 inch long section of pipe, and, releasing 38 mmcf of natural gas that ignited. The rupture and resulting fire required the evacuation of a residence and the death of farm animals. The failure was due to external corrosion.",2007-04-27,39.5917186,-89.5803739,gas
4bbfa88d-9c9f-4fe6-ae76-d75741dc4c08,Weatherford,Texas,N/A,N/A,"On May 4, a backhoe helping to lay a gas pipeline hit another gas pipeline in Weatherford, Texas. The gas ignited, sending flames hundreds of feet into the air. Vehicles, equipment, and power lines in the area were destroyed, but, there were no injuries.",2007-05-04,32.7592955,-97.7972544,oil
e77af981-0360-4281-85e4-60ecb22e7f98,Township,Pennsylvania,N/A,N/A,"On May 16, about 63,000 US gallons (240,000 L) of gasoline spilled into an old stripping pit that covers a three-acre area in Coal Township, Pennsylvania. The Kerris and Helfrick company owns the property where the gas leak occurred, and the excavator, was working for the company when he accidentally ruptured the Sunoco Logistics 14-inch petroleum pipeline. The gasoline was mostly absorbed into areas of soil, fill and coal strippings at the site. Several residents made U.S. Rep. Christopher P. Carney aware of complaints about gasoline odors in residential basements. ""Moreover, many residents are legitimately concerned about groundwater contamination as well as a host of future problems associated with the spill"", Carney wrote to Department of Environmental Protection Secretary Kathleen McGinty. The pipeline was installed in 1964 by the Atlantic Richfield Co.(ARCO) and purchased in 1990 by Sunoco. On September 29, the PADEP Environmental Cleanup program finalized a consent order and agreement with Mallard Contracting, which included a $45,000 civil penalty covering both DEP's response costs and a fine for violations of the Pa. Solid Waste Management Act.",2007-05-16,40.3059994,-75.7983215,oil
99690e4d-9c54-4b57-a08e-b5c616ab87c3,in,Alaska,N/A,N/A,"In August, a gas compressor turbine caught fire inside BP's Gathering Center 1 in Alaska, after an oil hose ruptured and spewed flammable liquid across the motor. A mechanic on patrol in the facility — seeing smoke — fled the room as the turbine burst into flames. Automatic fire and gas alarms were never triggered. A subsequent investigation by Alaska state authorities found that a ruptured hydraulic oil hose was Jerry-rigged in a position that chaffed against the turbine's hot engine. The investigation also found that the facility's fire and gas detectors were not powered on at the time.",2007-08-01,39.4703246,-86.6413912,oil
c8e615b5-d0fc-493a-8f82-5b3ebb891352,Salem,Michigan,N/A,N/A,"On October 8, a gas pipeline at a gas storage facility in Salem, Michigan ruptured and caught fire. Siding was melted on nearby houses.",2007-10-08,42.4061467,-83.579938,oil
a2dc5bd5-d394-4200-914e-8f0fda38f058,Arthur,Texas,N/A,N/A,"On October 18, an ethylene pipeline explosion early, was heard for miles around Port Arthur, Texas, waking residents. The following fire spread to a nearby butadiene pipeline, causing it to rupture and burn. Later, over 300 residents sued the pipeline's owners for health issues claimed to be caused from the chemicals released by the accident. External corrosion of the ethylene pipeline caused the first pipeline failure.",2007-10-18,29.8849504,-93.939947,oil
dd4350d6-c4f5-4a71-9fda-0f583767c3c3,County,Mississippi,N/A,N/A,"On November 1, a 12-inch propane pipeline exploded, killing two people, and injuring five others, near Carmichael in the southeast portion of Clarke County, Mississippi. The NTSB determined the probable cause was an LF-ERW seam failure. During hydrostatic testing of the pipeline after repair, another LF-ERW seam failed nearby. Inadequate education of residents near the pipeline about the existence of this pipeline, and how to respond to a pipeline accident, were also cited as a factors in the deaths.",2007-11-01,32.0772,-88.7109,oil
836165e3-2f20-4890-8caa-feb9a6a868ae,Bay,Florida,N/A,N/A,"On November 12, three teenaged boys drilled into an ammonia pipeline, in Tampa Bay, Florida, causing a major ammonia leak. They later claimed they did it due to stories of money being hidden inside that pipeline. The leak took two days to be capped. One of the teens had serious chemical burns from the ammonia. Residents within a half miles from the leak were evacuated. PHMSA later noted the pipeline company failed to adequately plan for emergencies with the local Fire Agency, as required by CFR 195.402(c)(12).",2007-11-12,30.1805306,-85.684578,oil
c01e6798-47e3-4ef6-a2ea-bcc248b23d6b,Clearbrook,Minnesota,N/A,N/A,"On November 13, Enbridge discovered a leak on their 34-inch Line 3, at Mile Post 912, near Clearbrook, Minnesota. Later, the pipeline exploded during repairs, on November 27, causing the deaths of two employees. DOT officials said that two Enbridge workers died in a crude oil explosion as they worked to make repairs on the former Lakehead system pipeline. Enbridge was cited for failing to safely and adequately perform maintenance and repair activities, clear the designated work area from possible sources of ignition, and hire properly trained and qualified workers.",2007-11-13,47.6919008,-95.4311233,oil
c3c237e8-d73f-4693-8d64-d890f149af52,Haven,Kansas,N/A,N/A,"On November 21, a 30-inch gas transmission pipeline failed, near Haven, Kansas. The gas ignited, resulting in road closures.",2007-11-21,37.8989003,-97.7828272,oil
0cc0af9c-c513-442e-af4e-fcf486f4b26c,Delhi,Louisiana,N/A,N/A,"On December 14, two men were driving east in a pickup truck, on Interstate 20, Near Delhi, Louisiana, when a 30-inch gas transmission pipeline exploded. One of the men were killed, and the other injured. External corrosion was later identified as the cause of the failure.",2007-12-14,32.4576421,-91.4931736,oil
93d86389-632c-46eb-9e32-dd25f7de30b0,Oologah,Oklahoma,N/A,45000,"On January 5, 2008, a pipeline ruptured at a filet weld, leaking natural gasoline in Oologah, Oklahoma. About 45,000 gallons of the gasoline was spill, with about 29,000 gallons being lost.",2008-01-05,36.4470387,-95.708315,gas
09964f49-2b0b-4b10-af24-0fd6a6188da0,City,Texas,N/A,N/A,"On January 7, a pipeline split open, near Denver City, Texas, spilling 1.3 million US gallons (4,900 m3) of crude oil. The pipeline company failed to detect and stop the leak for more than 24 hours. ERW seam failure appears to be the cause.",2008-01-07,29.383845,-94.9027002,oil
f5416f02-6cc0-4387-9a82-352829b0d92f,Alexander,North Dakota,N/A,11100,"On January 11, a Belle Fourche maintenance crew damaged its own pipeline, spill about 11,100 gallons of crude in Alexander, North Dakota.",2008-01-11,47.8430756,-103.642698,oil
b9dc731b-b082-4ec7-8603-5859a3f3d162,Hartsville,Tennessee,N/A,N/A,"On February 5, a natural gas pipeline compressor station exploded and caught fire, near Hartsville, Tennessee, and was believed to have been caused by a tornado hitting the facility.",2008-02-05,36.3911079,-86.1661024,gas
4799b0c5-e0e0-42fd-8a8f-fa1536fd85b1,County,Texas,N/A,N/A,"On February 15, a 20-inch distillate pipeline exploded and burned in Hidalgo County, Texas, closing road FM490.",2008-02-15,36.8301318,-101.4339148,oil
0b6e8d7e-40ca-4814-88db-82d038dc53b2,Columbia,Missouri,N/A,N/A,"On March 14, a house in a Columbia, Missouri neighborhood exploded in an explosion that could be felt for miles, causing fatal injuries to the elderly couple living there. Problems with the gas distribution line there were blamed for the explosion. Another house nearby also suffered damage.",2008-03-14,38.9517053,-92.3340724,oil
a9942641-cc82-4bb2-a409-b25a64444803,McKinney,Texas,N/A,N/A,"On May 16, a crew boring to install a new gas main hit an existing 4-inch gas line in McKinney, Texas. Escaping gas caused two houses to explode, and one other house to catch fire. Three people were burned from this incident.",2008-05-16,33.1972465,-96.6397822,oil
16c7a391-f50c-4804-a8e6-3869d8a72ed1,of,Illinois,N/A,N/A,"On July 28, the U.S. District Court for the Southern District of Illinois ordered Apex Oil Company Inc., to clean up ground water and soil contamination, at an expected cost of at least $150 million. During the period 1967 through 1988, Apex Oil's legal predecessor, Clark Oil and Refining Corp., released gasoline from leaking pipelines and other spills, that commingled with other responsible parties' releases and resulted in the large plume of refined petroleum substances beneath Hartford, Illinois. Vapors from the underground plume of millions of gallons of leaked and spilled petroleum products have migrated into houses in the village, causing years of fires, explosions, and evacuations.",2008-07-28,40.6331249,-89.3985283,oil
a8a5e199-7264-4699-b49b-8b5bc1acb8a8,Gate,Illinois,N/A,243000,"On August 10, a 20-inch crude oil pipeline ruptured near Golden Gate, Illinois. About 243,000 gallons of crude were spilled, with about 33,000 gallons being lost. The cause was listed as a pipe seam failure.",2008-08-10,42.3071502,-87.9524158,oil
6b859fe6-84da-433a-b2e4-f7fb2aabca51,Grove,Missouri,N/A,N/A,"On August 25, a 24-inch gas transmission pipeline failed in a rural area west of Pilot Grove, Missouri. The longitudinal rupture in the pipe body created a 50 foot by 33-foot by 7-foot deep crater in the ground. The cause of the rupture was external corrosion.",2008-08-25,39.3340274,-94.2292596,oil
2a5fc197-9e5b-4739-aac3-1e91c46fa0eb,Stairtown,Texas,N/A,N/A,"On August 28, a 36-inch gas pipeline failed near Stairtown, Texas, causing a fire with flames 400 feet (120 m) tall. The failure was caused by external corrosion.",2008-08-28,29.7182824,-97.7277779,oil
023b8973-9019-4a04-80aa-a71370912e38,County,Missouri,N/A,N/A,"On August 29, a 24-inch gas transmission pipeline ruptured in Cooper County, Missouri. Corrosion had caused the pipeline to lose 75% of its wall thickness in the failure area.",2008-08-29,37.2173919,-91.0314099,oil
ab5efcbf-1f15-4957-80f3-597f77a684ee,County,Texas,N/A,N/A,"On September 9, workers constructing a new pipeline hit an existing natural gas pipeline in Wheeler County, Texas. Two workers were burned by this accident.",2008-09-09,36.8301318,-101.4339148,gas
461f6ff0-c1ba-44c1-ab65-9497dac25aaa,Appomattox,Virginia,N/A,N/A,"On September 14, a 30-inch Williams Companies gas pipeline ruptured and gas ignited near Appomattox, Virginia. Two houses were destroyed by the fire. External corrosion was the cause of the failure.",2008-09-14,37.3570894,-78.8252911,oil
